,STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYSunrise,DAILYSunset
1581,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/25/2016 22:00,FM-12,41,,0,28,-2.2,24.0,-4.2,17.0,-8.3,63.0,14.0,310,,28.61,1.0,-0.12,29.92,,,700,1809
1582,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/25/2016 22:51,FM-15,SCT:04 28 OVC:08 38,10,0,28,-2.2,25.0,-3.9,19.0,-7.2,69.0,11.0,290,,28.59,,,29.93,0,29.87,700,1809
1583,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/26/2016 5:43,FM-16,SCT:04 27 BKN:07 32 OVC:08 44,2,-SN:03 |SN:71 |,24,-4.4,21.0,-6.1,14.0,-10.0,65.0,24.0,320,32.0,28.72,,,,T,30.0,700,1809
1584,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/26/2016 5:51,FM-15,SCT:04 16 BKN:07 32 OVC:08 44,5,-SN:03 |SN:71 |,22,-5.6,20.0,-6.9,14.0,-10.0,71.0,20.0,300,34.0,28.73,,,30.08,T,30.01,700,1809
1585,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/26/2016 6:51,FM-15,FEW:02 24 OVC:08 32,7,-SN:03 |SN:71 |,23,-5.0,20.0,-6.6,13.0,-10.6,65.0,16.0,300,,28.76,3.0,,30.11,T,30.04,700,1809
1586,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/26/2016 7:00,FM-12,26,,0,23,-5.0,20.0,-6.6,13.0,-10.6,65.0,16.0,300,,28.79,3.0,-0.09,30.11,,,700,1809
1587,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/26/2016 7:51,FM-15,BKN:07 36 BKN:07 65,9,-SN:03 |SN:71 |,23,-5.0,20.0,-6.5,14.0,-10.0,68.0,14.0,300,,28.78,,,30.13,T,30.06,700,1809
1588,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/26/2016 8:36,FM-16,BKN:07 26 BKN:07 36,8,-SN:03 |SN:71 |,24,-4.4,21.0,-6.1,14.0,-10.0,65.0,16.0,310,,28.8,,,,T,30.08,700,1809
1589,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/26/2016 8:51,FM-15,BKN:07 26 OVC:08 36,4,-SN:03 |SN:71 |,24,-4.4,21.0,-6.0,15.0,-9.4,68.0,14.0,300,,28.81,,,30.16,T,30.09,700,1809
1590,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/26/2016 9:18,FM-16,SCT:04 21 BKN:07 28 OVC:08 35,2,-SN:03 |SN:71 |,24,-4.4,22.0,-5.7,17.0,-8.3,75.0,13.0,290,,28.82,,,,T,30.1,700,1809
1591,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/26/2016 9:51,FM-15,FEW:02 14 BKN:07 25 OVC:08 32,2,-SN:03 |SN:71 |,24,-4.4,22.0,-5.6,18.0,-7.8,77.0,9.0,290,,28.83,1.0,,30.18,T,30.11,700,1809
1592,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/26/2016 10:00,FM-12,15,,0,24,-4.4,22.0,-5.6,18.0,-7.8,77.0,9.0,290,,28.86,1.0,-0.07,30.18,,,700,1809
1593,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/26/2016 10:43,FM-16,BKN:07 19 BKN:07 25 BKN:07 42,7,-SN:03 |SN:71 |,26,-3.3,23.0,-4.8,18.0,-7.8,71.0,11.0,310,,28.84,,,,T,30.12,700,1809
1594,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/26/2016 10:51,FM-15,SCT:04 20 BKN:07 29 BKN:07 41,7,-SN:03 |SN:71 |,25,-3.9,22.0,-5.5,16.0,-8.9,69.0,21.0,300,25.0,28.84,,,30.19,T,30.12,700,1809
1595,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/26/2016 11:17,FM-16,SCT:04 28 BKN:07 38,9,-SN:03 |SN:71 |,27,-2.8,24.0,-4.7,16.0,-8.9,63.0,18.0,300,26.0,28.85,,,,T,30.13,700,1809
1596,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/26/2016 11:51,FM-15,BKN:07 38,10,0,28,-2.2,24.0,-4.6,12.0,-11.1,51.0,20.0,300,25.0,28.85,,,30.2,T,30.13,700,1809
1597,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/26/2016 12:51,FM-15,BKN:07 45 BKN:07 55,10,0,31,-0.6,26.0,-3.3,11.0,-11.7,43.0,22.0,300,30.0,28.84,0.0,,30.18,0,30.12,700,1809
1598,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/26/2016 13:00,FM-12,41,,0,31,-0.6,26.0,-3.3,11.0,-11.7,43.0,22.0,300,,28.87,,0.0,30.18,,,700,1809
1599,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/26/2016 13:51,FM-15,BKN:07 45 BKN:07 250,10,0,28,-2.2,24.0,-4.7,10.0,-12.2,47.0,18.0,320,28.0,28.84,,,30.19,0,30.12,700,1809
1600,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/26/2016 14:51,FM-15,BKN:07 44 BKN:07 250,10,0,29,-1.7,25.0,-4.2,12.0,-11.1,49.0,16.0,320,,28.85,,,30.19,0,30.13,700,1809
1601,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/26/2016 15:51,FM-15,OVC:08 46,10,0,29,-1.7,24.0,-4.2,11.0,-11.7,47.0,15.0,300,,28.85,1.0,,30.2,0,30.13,700,1809
1602,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/26/2016 16:00,FM-12,41,,0,29,-1.7,24.0,-4.2,11.0,-11.7,47.0,15.0,300,,28.88,1.0,-0.01,30.2,,,700,1809
1603,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/26/2016 16:51,FM-15,BKN:07 40 OVC:08 50,10,0,29,-1.7,25.0,-4.2,12.0,-11.1,49.0,17.0,290,,28.86,,,30.22,0,30.14,700,1809
1604,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/26/2016 17:51,FM-15,SCT:04 45 SCT:04 250,10,0,28,-2.2,24.0,-4.5,13.0,-10.6,53.0,14.0,290,,28.86,,,30.22,0,30.14,700,1809
1605,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/26/2016 18:51,FM-15,BKN:07 48,10,0,27,-2.8,23.0,-4.8,15.0,-9.4,61.0,10.0,290,,28.87,1.0,,30.23,0,30.15,700,1809
1606,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/26/2016 19:00,FM-12,41,,0,27,-2.8,23.0,-4.8,15.0,-9.4,61.0,10.0,290,,28.9,1.0,-0.02,30.23,,,658,1810
1607,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/26/2016 19:51,FM-15,BKN:07 45,10,0,25,-3.9,22.0,-5.6,15.0,-9.4,66.0,7.0,280,,28.87,,,30.24,T,30.16,658,1810
1608,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/26/2016 20:51,FM-15,BKN:07 45,10,0,26,-3.3,23.0,-5.2,15.0,-9.4,63.0,3.0,250,,28.87,,,30.24,0,30.16,658,1810
1609,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/26/2016 21:51,FM-15,OVC:08 48,10,0,26,-3.3,23.0,-5.2,15.0,-9.4,63.0,3.0,220,,28.87,0.0,,30.23,0,30.15,658,1810
1610,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/26/2016 22:00,FM-12,41,,0,26,-3.3,23.0,-5.2,15.0,-9.4,63.0,3.0,220,,28.9,,0.0,30.23,,,658,1810
1611,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/26/2016 22:51,FM-15,OVC:08 47,10,0,26,-3.3,23.0,-5.2,15.0,-9.4,63.0,5.0,210,,28.87,,,30.22,0,30.15,658,1810
1612,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/27/2016 5:51,FM-15,OVC:08 50,10,0,27,-2.8,24.0,-4.6,17.0,-8.3,66.0,5.0,220,,28.81,,,30.15,0,30.09,658,1810
1613,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/27/2016 6:51,FM-15,BKN:07 32 OVC:08 50,9,-SN:03 |SN:71 |,27,-2.8,24.0,-4.6,17.0,-8.3,66.0,5.0,200,,28.81,6.0,,30.16,T,30.09,658,1810
1614,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/27/2016 7:00,FM-12,26,,0,27,-2.8,24.0,-4.6,17.0,-8.3,66.0,5.0,200,,28.84,6.0,0.01,30.16,,,658,1810
1615,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/27/2016 7:51,FM-15,BKN:07 30 OVC:08 47,10,0,28,-2.2,25.0,-4.0,18.0,-7.8,66.0,6.0,210,,28.81,,,30.16,T,30.09,658,1810
1616,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/27/2016 8:02,FM-16,BKN:07 29 OVC:08 45,10,0,28,-2.2,25.0,-4.0,18.0,-7.8,66.0,6.0,210,,28.81,,,,,30.09,658,1810
1617,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/27/2016 8:51,FM-15,BKN:07 25 OVC:08 42,10,0,30,-1.1,26.0,-3.1,19.0,-7.2,64.0,11.0,240,,28.81,,,30.15,0,30.09,658,1810
1618,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/27/2016 9:51,FM-15,BKN:07 27 OVC:08 44,10,0,31,-0.6,27.0,-2.7,19.0,-7.2,61.0,13.0,250,21.0,28.8,8.0,,30.15,0,30.08,658,1810
1619,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/27/2016 10:00,FM-12,26,,0,31,-0.6,27.0,-2.7,19.0,-7.2,61.0,13.0,250,,28.83,8.0,0.0,30.15,,,658,1810
1620,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/27/2016 10:51,FM-15,OVC:08 28,10,0,31,-0.6,27.0,-2.7,19.0,-7.2,61.0,14.0,260,22.0,28.8,,,30.15,0,30.08,658,1810
1621,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/27/2016 11:43,FM-16,OVC:08 30,10,0,32,0.0,28.0,-2.3,19.0,-7.2,59.0,14.0,250,21.0,28.8,,,,,30.08,658,1810
1622,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/27/2016 11:51,FM-15,OVC:08 30,10,0,33,0.6,29.0,-1.9,19.0,-7.2,56.0,10.0,260,,28.8,,,30.15,0,30.08,658,1810
1623,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/27/2016 12:51,FM-15,FEW:02 32 BKN:07 250,10,0,35,1.7,30.0,-1.2,18.0,-7.8,50.0,16.0,230,,28.78,8.0,,30.12,0,30.06,658,1810
1624,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/27/2016 13:00,FM-12,26,,0,35,1.7,30.0,-1.2,18.0,-7.8,50.0,16.0,230,,28.81,8.0,0.03,30.12,,,658,1810
1625,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/27/2016 13:51,FM-15,FEW:02 34 SCT:04 250,10,0,37,2.8,32.0,-0.2,19.0,-7.2,48.0,15.0,250,23.0,28.76,,,30.1,0,30.04,658,1810
1626,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/27/2016 14:51,FM-15,FEW:02 38 BKN:07 250,10,0,39,3.9,33.0,0.7,19.0,-7.2,45.0,18.0,230,23.0,28.75,,,30.08,0,30.03,658,1810
1627,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/27/2016 15:51,FM-15,FEW:02 38 BKN:07 250,10,0,40,4.4,34.0,1.2,20.0,-6.7,45.0,11.0,230,18.0,28.73,8.0,,30.06,0,30.01,658,1810
1628,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/27/2016 16:00,FM-12,41,,0,40,4.4,34.0,1.2,20.0,-6.7,45.0,11.0,230,,28.77,8.0,0.05,30.06,,,658,1810
1629,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/27/2016 16:51,FM-15,FEW:02 40 BKN:07 250,10,0,41,5.0,35.0,1.6,20.0,-6.7,43.0,15.0,220,21.0,28.72,,,30.06,0,30.0,658,1810
1630,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/27/2016 17:51,FM-15,BKN:07 250,10,0,41,5.0,35.0,1.6,21.0,-6.1,45.0,8.0,220,,28.72,,,30.06,0,30.0,658,1810
1631,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/27/2016 18:51,FM-15,SCT:04 250,10,0,40,4.4,34.0,1.2,21.0,-6.1,47.0,7.0,200,,28.73,5.0,,30.06,0,30.01,658,1810
1632,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/27/2016 19:00,FM-12,CLR,,0,40,4.4,34.0,1.2,21.0,-6.1,47.0,7.0,200,,28.77,5.0,0.0,30.06,,,657,1811
1633,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/27/2016 19:51,FM-15,SCT:04 250,10,0,38,3.3,33.0,0.3,21.0,-6.1,51.0,7.0,200,,28.72,,,30.06,0,30.0,657,1811
1634,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/27/2016 20:51,FM-15,FEW:02 250,10,0,38,3.3,33.0,0.3,21.0,-6.1,51.0,10.0,210,,28.71,,,30.05,0,29.99,657,1811
1635,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/27/2016 21:51,FM-15,FEW:02 250,10,0,38,3.3,33.0,0.3,21.0,-6.1,51.0,10.0,210,,28.72,5.0,,30.05,0,30.0,657,1811
1636,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/27/2016 22:00,FM-12,CLR,,0,38,3.3,33.0,0.3,21.0,-6.1,51.0,10.0,210,,28.75,5.0,0.01,30.05,,,657,1811
1637,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/27/2016 22:51,FM-15,FEW:02 250,10,0,37,2.8,32.0,-0.1,21.0,-6.1,52.0,7.0,200,,28.7,,,30.04,0,29.98,657,1811
1638,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/28/2016 5:51,FM-15,CLR:00,10,0,39,3.9,34.0,1.0,24.0,-4.4,55.0,8.0,200,,28.66,,,29.99,0,29.94,657,1811
1639,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/28/2016 6:51,FM-15,FEW:02 250,10,0,39,3.9,34.0,1.1,25.0,-3.9,57.0,8.0,200,,28.66,0.0,,29.99,0,29.94,657,1811
1640,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/28/2016 7:00,FM-12,CLR,,0,39,3.9,34.0,1.1,25.0,-3.9,57.0,8.0,200,,28.7,,0.0,29.99,,,657,1811
1641,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/28/2016 7:51,FM-15,FEW:02 250,10,0,40,4.4,35.0,1.6,26.0,-3.3,58.0,8.0,190,,28.66,,,29.99,0,29.94,657,1811
1642,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/28/2016 8:51,FM-15,SCT:04 250,10,0,44,6.7,38.0,3.3,27.0,-2.8,51.0,14.0,210,,28.65,,,29.97,0,29.93,657,1811
1643,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/28/2016 9:51,FM-15,SCT:04 250,10,0,49,9.4,42.0,5.6,29.0,-1.7,46.0,15.0,220,24.0,28.63,8.0,,29.95,0,29.91,657,1811
1644,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/28/2016 10:00,FM-12,CLR,,0,49,9.4,42.0,5.6,29.0,-1.7,46.0,15.0,220,,28.67,8.0,0.03,29.95,,,657,1811
1645,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/28/2016 10:51,FM-15,FEW:02 250,10,0,52,11.1,45.0,7.0,29.0,-1.7,41.0,15.0,220,23.0,28.61,,,29.93,0,29.89,657,1811
1646,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/28/2016 11:51,FM-15,FEW:02 250,10,0,56,13.3,48.0,8.9,30.0,-1.1,37.0,15.0,220,26.0,28.59,,,29.91,0,29.87,657,1811
1647,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/28/2016 12:51,FM-15,FEW:02 250,10,0,58,14.4,50.0,9.9,30.0,-1.1,35.0,18.0,220,32.0,28.56,8.0,,29.87,0,29.83,657,1811
1648,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/28/2016 13:00,FM-12,CLR,,0,58,14.4,50.0,9.9,30.0,-1.1,35.0,18.0,220,,28.59,8.0,0.08,29.87,,,657,1811
1649,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/28/2016 13:51,FM-15,FEW:02 250,10,0,62,16.7,54.0,12.1,30.0,-1.1,30.0,23.0,210,30.0,28.51,,,29.81,0,29.78,657,1811
1650,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/28/2016 14:51,FM-15,FEW:02 250,10,0,63,17.2,55.0,12.8,28.0,-2.2,27.0,23.0,220,29.0,28.48,,,29.78,0,29.75,657,1811
1651,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/28/2016 15:51,FM-15,FEW:02 250,10,0,63,17.2,55.0,12.8,28.0,-2.2,27.0,16.0,210,29.0,28.46,6.0,,29.75,0,29.73,657,1811
1652,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/28/2016 16:00,FM-12,CLR,,0,63,17.2,55.0,12.8,28.0,-2.2,27.0,16.0,210,,28.49,6.0,0.1,29.75,,,657,1811
1653,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/28/2016 16:51,FM-15,FEW:02 250,10,0,63,17.2,55.0,12.9,27.0,-2.8,26.0,17.0,210,30.0,28.43,,,29.73,0,29.7,657,1811
1654,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/28/2016 17:51,FM-15,FEW:02 250,10,0,62,16.7,54.0,12.3,27.0,-2.8,26.0,14.0,210,25.0,28.41,,,29.7,0,29.68,657,1811
1655,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/28/2016 18:51,FM-15,FEW:02 250,10,0,60,15.6,52.0,11.2,26.0,-3.3,27.0,10.0,210,,28.41,5.0,,29.71,0,29.68,657,1811
1656,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/28/2016 19:00,FM-12,CLR,,0,60,15.6,52.0,11.2,26.0,-3.3,27.0,10.0,210,,28.45,5.0,0.04,29.71,,,655,1812
1657,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/28/2016 19:51,FM-15,FEW:02 250,10,0,58,14.4,50.0,10.0,27.0,-2.8,31.0,8.0,200,,28.41,,,29.71,0,29.68,655,1812
1658,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/28/2016 20:51,FM-15,FEW:02 250,10,0,56,13.3,48.0,8.9,28.0,-2.2,34.0,7.0,190,,28.38,,,29.68,0,29.65,655,1812
1659,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/28/2016 21:51,FM-15,FEW:02 250,10,0,57,13.9,49.0,9.4,28.0,-2.2,33.0,10.0,210,,28.38,8.0,,29.67,0,29.65,655,1812
1660,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/28/2016 22:00,FM-12,CLR,,0,57,13.9,49.0,9.4,28.0,-2.2,33.0,10.0,210,,28.42,8.0,0.04,29.67,,,655,1812
1661,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/28/2016 22:51,FM-15,BKN:07 75,10,0,57,13.9,49.0,9.5,27.0,-2.8,32.0,11.0,210,,28.36,,,29.65,0,29.63,655,1812
1662,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/29/2016 5:09,FM-16,SCT:04 26 BKN:07 36 OVC:08 50,10,-RA:02 |RA:61 |,48,8.9,45.0,7.2,42.0,5.6,80.0,15.0,240,25.0,28.33,,,,0.02,29.59,655,1812
1663,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/29/2016 5:51,FM-15,SCT:04 22 OVC:08 32,10,0,48,8.9,45.0,7.2,42.0,5.6,80.0,14.0,260,21.0,28.34,,,29.63,0.02,29.61,655,1812
1664,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/29/2016 6:08,FM-16,BKN:07 22 OVC:08 32,8,-RA:02 |RA:61 |,47,8.3,43.0,6.4,40.0,4.4,77.0,28.0,280,44.0,28.36,,,,T,29.63,655,1812
1665,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/29/2016 6:51,FM-15,BKN:07 23 OVC:08 45,10,0,45,7.2,42.0,5.6,39.0,3.9,80.0,22.0,280,34.0,28.4,3.0,,29.7,T,29.67,655,1812
1666,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/29/2016 7:00,FM-12,26,,0,45,7.2,42.0,5.6,39.0,3.9,80.0,22.0,280,,28.43,3.0,-0.11,29.7,,,655,1812
1667,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/29/2016 7:43,FM-16,BKN:07 13 OVC:08 23,10,0,41,5.0,39.0,3.7,36.0,2.2,82.0,22.0,290,,28.48,,,,,29.75,655,1812
1668,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/29/2016 7:51,FM-15,BKN:07 13 OVC:08 23,10,0,40,4.4,38.0,3.1,35.0,1.7,83.0,21.0,270,32.0,28.48,,,29.78,0,29.75,655,1812
1669,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/29/2016 8:51,FM-15,OVC:08 14,10,0,37,2.8,34.0,1.3,31.0,-0.6,79.0,21.0,280,29.0,28.54,,,29.84,0,29.81,655,1812
1670,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/29/2016 9:24,FM-16,OVC:08 16,10,0,36,2.2,33.0,0.8,30.0,-1.1,79.0,17.0,270,25.0,28.56,,,,,29.83,655,1812
1671,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/29/2016 9:51,FM-15,OVC:08 17,10,0,36,2.2,33.0,0.4,28.0,-2.2,73.0,18.0,280,26.0,28.59,1.0,,29.89,0,29.86,655,1812
1672,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/29/2016 10:00,FM-12,15,,0,36,2.2,33.0,0.4,28.0,-2.2,73.0,18.0,280,,28.62,1.0,-0.17,29.89,,,655,1812
1673,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/29/2016 10:51,FM-15,OVC:08 19,10,0,36,2.2,33.0,0.4,28.0,-2.2,73.0,11.0,250,24.0,28.61,,,29.92,0,29.89,655,1812
1674,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/29/2016 11:51,FM-15,OVC:08 22,10,0,38,3.3,34.0,1.1,28.0,-2.2,68.0,10.0,270,20.0,28.64,,,29.95,0,29.92,655,1812
1675,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/29/2016 12:51,FM-15,BKN:07 26 OVC:08 31,10,0,41,5.0,36.0,2.4,29.0,-1.7,62.0,13.0,260,22.0,28.63,0.0,,29.94,0,29.91,655,1812
1676,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/29/2016 13:00,FM-12,26,,0,41,5.0,36.0,2.4,29.0,-1.7,62.0,13.0,260,,28.67,,0.05,29.94,,,655,1812
1677,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/29/2016 13:51,FM-15,BKN:07 28,10,0,43,6.1,38.0,3.1,29.0,-1.7,58.0,17.0,240,25.0,28.63,,,29.94,0,29.91,655,1812
1678,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/29/2016 14:17,FM-16,SCT:04 30,10,0,44,6.7,38.0,3.4,28.0,-2.2,53.0,18.0,230,,28.62,,,,,29.9,655,1812
1679,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/29/2016 14:51,FM-15,FEW:02 31,10,0,45,7.2,39.0,3.9,29.0,-1.7,54.0,14.0,240,26.0,28.61,,,29.93,0,29.89,655,1812
1680,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/29/2016 15:51,FM-15,FEW:02 33 SCT:04 220,10,0,47,8.3,40.0,4.7,28.0,-2.2,48.0,16.0,230,25.0,28.62,5.0,,29.93,0,29.9,655,1812
1681,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/29/2016 16:00,FM-12,26,,0,47,8.3,40.0,4.7,28.0,-2.2,48.0,16.0,230,,28.66,5.0,0.01,29.93,,,655,1812
1682,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/29/2016 16:51,FM-15,FEW:02 70 BKN:07 230,10,0,48,8.9,41.0,5.2,29.0,-1.7,48.0,15.0,250,23.0,28.63,,,29.94,0,29.91,655,1812
1683,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/29/2016 17:51,FM-15,FEW:02 80 BKN:07 230,10,0,47,8.3,41.0,4.8,29.0,-1.7,50.0,11.0,220,,28.64,,,29.95,0,29.92,655,1812
1684,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,2/29/2016 18:51,FM-15,FEW:02 80 BKN:07 230,10,0,46,7.8,40.0,4.2,27.0,-2.8,47.0,8.0,260,,28.67,3.0,,29.99,0,29.95,655,1812
