,STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYSunrise,DAILYSunset
0,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/1/2016 5:51,FM-15,OVC:08 18,10,-SN:03 |SN:71 |,29,-1.7,26.0,-3.2,21.0,-6.1,72.0,13.0,240,23.0,28.84,,,30.18,T,30.12,744,1705
1,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/1/2016 6:51,FM-15,OVC:08 18,10,-SN:03 |SN:71 |,30,-1.1,27.0,-2.7,22.0,-5.6,72.0,9.0,240,,28.85,5.0,,30.19,T,30.13,744,1705
2,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/1/2016 7:00,FM-12,15,,0,30,-1.1,27.0,-2.7,22.0,-5.6,72.0,9.0,240,,28.88,5.0,0.03,30.19,,,744,1705
3,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/1/2016 7:19,FM-16,OVC:08 18,10,0,30,-1.1,27.0,-2.7,22.0,-5.6,72.0,10.0,260,21.0,28.85,,,,T,30.13,744,1705
4,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/1/2016 7:51,FM-15,OVC:08 20,10,0,30,-1.1,27.0,-2.7,22.0,-5.6,72.0,10.0,250,25.0,28.86,,,30.2,T,30.14,744,1705
5,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/1/2016 8:51,FM-15,OVC:08 20,10,-SN:03 |SN:71 |,30,-1.1,27.0,-2.9,21.0,-6.1,69.0,15.0,250,21.0,28.85,,,30.2,T,30.13,744,1705
6,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/1/2016 9:51,FM-15,BKN:07 28 OVC:08 37,10,0,31,-0.6,27.0,-2.7,19.0,-7.2,61.0,22.0,280,30.0,28.86,1.0,,30.2,T,30.14,744,1705
7,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/1/2016 10:00,FM-12,26,,0,31,-0.6,27.0,-2.7,19.0,-7.2,61.0,22.0,280,,28.89,1.0,-0.01,30.2,,,744,1705
8,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/1/2016 10:06,FM-16,SCT:04 28 BKN:07 37,10,0,31,-0.6,27.0,-2.8,18.0,-7.8,59.0,15.0,270,29.0,28.86,,,,,30.14,744,1705
9,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/1/2016 10:51,FM-15,FEW:02 32 BKN:07 45 BKN:07 150,10,0,31,-0.6,27.0,-3.0,16.0,-8.9,54.0,14.0,270,28.0,28.86,,,30.2,0,30.14,744,1705
10,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/1/2016 11:51,FM-15,SCT:04 28 BKN:07 40,10,0,32,0.0,28.0,-2.3,19.0,-7.2,59.0,17.0,260,23.0,28.83,,,30.17,T,30.11,744,1705
11,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/1/2016 12:51,FM-15,FEW:02 30 BKN:07 41,10,0,34,1.1,29.0,-1.7,17.0,-8.3,50.0,10.0,250,28.0,28.79,8.0,,30.14,0,30.07,744,1705
12,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/1/2016 13:00,FM-12,26,,0,34,1.1,29.0,-1.7,17.0,-8.3,50.0,10.0,250,,28.82,8.0,0.06,30.14,,,744,1705
13,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/1/2016 13:51,FM-15,BKN:07 39,10,0,33,0.6,28.0,-2.1,17.0,-8.3,52.0,14.0,250,23.0,28.78,,,30.12,0,30.06,744,1705
14,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/1/2016 14:51,FM-15,BKN:07 39 BKN:07 47,10,0,35,1.7,30.0,-1.2,18.0,-7.8,50.0,11.0,270,20.0,28.77,,,30.12,0,30.05,744,1705
15,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/1/2016 15:51,FM-15,BKN:07 43 BKN:07 55,10,0,34,1.1,29.0,-1.7,16.0,-8.9,48.0,15.0,260,22.0,28.79,5.0,,30.13,0,30.07,744,1705
16,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/1/2016 16:00,FM-12,41,,0,34,1.1,29.0,-1.7,16.0,-8.9,48.0,15.0,260,,28.82,5.0,0.01,30.13,,,744,1705
17,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/1/2016 16:51,FM-15,BKN:07 44 BKN:07 55,10,0,33,0.6,28.0,-2.2,16.0,-8.9,49.0,10.0,260,24.0,28.8,,,30.14,0,30.08,744,1705
18,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/1/2016 17:51,FM-15,BKN:07 44,10,0,32,0.0,27.0,-2.6,16.0,-8.9,52.0,13.0,250,18.0,28.8,,,30.14,0,30.08,744,1705
19,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/1/2016 18:51,FM-15,BKN:07 40,10,0,32,0.0,27.0,-2.5,17.0,-8.3,54.0,14.0,260,21.0,28.81,3.0,,30.16,0,30.09,744,1705
20,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/1/2016 19:00,FM-12,41,,0,32,0.0,27.0,-2.5,17.0,-8.3,54.0,14.0,260,,28.84,3.0,-0.03,30.16,,,744,1706
21,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/1/2016 19:51,FM-15,OVC:08 38,10,0,32,0.0,28.0,-2.4,18.0,-7.8,56.0,16.0,280,21.0,28.82,,,30.17,0,30.1,744,1706
22,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/1/2016 20:51,FM-15,OVC:08 36,10,0,31,-0.6,27.0,-2.9,17.0,-8.3,56.0,17.0,270,26.0,28.83,,,30.17,0,30.11,744,1706
23,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/1/2016 21:51,FM-15,OVC:08 32,10,0,31,-0.6,27.0,-2.9,17.0,-8.3,56.0,14.0,260,21.0,28.84,3.0,,30.18,0,30.12,744,1706
24,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/1/2016 22:00,FM-12,26,,0,31,-0.6,27.0,-2.9,17.0,-8.3,56.0,14.0,260,,28.87,3.0,-0.02,30.18,,,744,1706
25,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/1/2016 22:45,FM-16,OVC:08 29,10,0,30,-1.0,26.0,-3.2,18.0,-8.0,59.0,10.0,250,,28.84,,,,,30.12,744,1706
26,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/1/2016 22:51,FM-15,OVC:08 29,10,0,30,-1.1,26.0,-3.2,18.0,-7.8,61.0,10.0,240,,28.84,,,30.19,0,30.12,744,1706
27,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/2/2016 5:51,FM-15,OVC:08 18,10,0,27,-2.8,24.0,-4.4,18.0,-7.8,69.0,10.0,230,,28.82,,,30.16,0,30.1,744,1706
28,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/2/2016 6:51,FM-15,OVC:08 18,10,0,27,-2.8,24.0,-4.3,19.0,-7.2,72.0,8.0,250,,28.82,6.0,,30.16,0,30.1,744,1706
29,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/2/2016 7:00,FM-12,15,,0,27,-2.8,24.0,-4.3,19.0,-7.2,72.0,8.0,250,,28.85,6.0,0.01,30.16,,,744,1706
30,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/2/2016 7:51,FM-15,OVC:08 18,10,0,27,-2.8,24.0,-4.3,19.0,-7.2,72.0,9.0,220,,28.81,,,30.16,0,30.09,744,1706
31,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/2/2016 8:51,FM-15,OVC:08 16,10,0,27,-2.8,25.0,-4.1,20.0,-6.7,75.0,10.0,260,18.0,28.83,,,30.18,0,30.11,744,1706
32,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/2/2016 9:51,FM-15,OVC:08 16,10,0,28,-2.2,25.0,-3.8,20.0,-6.7,72.0,16.0,230,22.0,28.83,0.0,,30.17,0,30.11,744,1706
33,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/2/2016 10:00,FM-12,15,,0,28,-2.2,25.0,-3.8,20.0,-6.7,72.0,16.0,230,,28.86,,0.01,30.17,,,744,1706
34,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/2/2016 10:51,FM-15,OVC:08 16,10,0,28,-2.2,25.0,-3.6,21.0,-6.1,75.0,10.0,260,,28.82,,,30.17,0,30.1,744,1706
35,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/2/2016 11:51,FM-15,OVC:08 18,10,0,29,-1.7,26.0,-3.2,21.0,-6.1,72.0,10.0,270,,28.8,,,30.14,0,30.08,744,1706
36,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/2/2016 12:51,FM-15,OVC:08 23,10,0,30,-1.1,27.0,-2.9,21.0,-6.1,69.0,8.0,250,,28.76,8.0,,30.1,0,30.04,744,1706
37,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/2/2016 13:00,FM-12,26,,0,30,-1.1,27.0,-2.9,21.0,-6.1,69.0,8.0,250,,28.79,8.0,0.06,30.1,,,744,1706
38,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/2/2016 13:51,FM-15,OVC:08 27,10,0,32,0.0,28.0,-2.1,21.0,-6.1,64.0,10.0,260,,28.74,,,30.08,0,30.02,744,1706
39,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/2/2016 14:51,FM-15,OVC:08 28,10,0,33,0.6,29.0,-1.7,21.0,-6.1,61.0,8.0,250,,28.73,,,30.07,0,30.01,744,1706
40,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/2/2016 15:18,FM-16,BKN:07 31,10,0,34,1.1,30.0,-1.3,21.0,-6.1,59.0,6.0,250,,28.73,,,,,30.01,744,1706
41,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/2/2016 15:51,FM-15,SCT:04 31,10,0,35,1.7,30.0,-0.9,21.0,-6.1,57.0,9.0,270,,28.73,6.0,,30.07,0,30.01,744,1706
42,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/2/2016 16:00,FM-12,26,,0,35,1.7,30.0,-0.9,21.0,-6.1,57.0,9.0,270,,28.77,6.0,0.03,30.07,,,744,1706
43,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/2/2016 16:51,FM-15,FEW:02 35,10,0,35,1.7,30.0,-0.9,21.0,-6.1,57.0,8.0,240,,28.72,,,30.06,0,30.0,744,1706
44,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/2/2016 17:51,FM-15,FEW:02 35,10,0,34,1.1,30.0,-1.3,21.0,-6.1,59.0,7.0,220,,28.72,,,30.06,0,30.0,744,1706
45,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/2/2016 18:51,FM-15,CLR:00,10,0,34,1.1,30.0,-1.3,21.0,-6.1,59.0,8.0,210,,28.71,8.0,,30.05,0,29.99,744,1706
46,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/2/2016 19:00,FM-12,CLR,,0,34,1.1,30.0,-1.3,21.0,-6.1,59.0,8.0,210,,28.74,8.0,0.01,30.05,,,745,1707
47,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/2/2016 19:51,FM-15,CLR:00,10,0,33,0.6,29.0,-1.7,21.0,-6.1,61.0,6.0,210,,28.71,,,30.05,0,29.99,745,1707
48,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/2/2016 20:51,FM-15,CLR:00,10,0,32,0.0,28.0,-2.0,22.0,-5.6,66.0,5.0,220,,28.7,,,30.04,0,29.98,745,1707
49,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/2/2016 21:51,FM-15,CLR:00,10,0,31,-0.6,28.0,-2.4,22.0,-5.6,69.0,5.0,200,,28.69,8.0,,30.03,0,29.97,745,1707
50,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/2/2016 22:00,FM-12,CLR,,0,31,-0.6,28.0,-2.4,22.0,-5.6,69.0,5.0,200,,28.72,8.0,0.02,30.03,,,745,1707
51,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/2/2016 22:51,FM-15,CLR:00,10,0,32,0.0,28.0,-2.0,22.0,-5.6,66.0,7.0,190,,28.66,,,30.0,0,29.94,745,1707
52,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/3/2016 5:51,FM-15,FEW:02 250,10,0,32,0.0,28.0,-2.0,22.0,-5.6,66.0,10.0,230,,28.59,,,29.93,0,29.87,745,1707
53,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/3/2016 6:37,FM-16,BKN:07 29,10,0,31,-0.6,28.0,-2.4,22.0,-5.6,69.0,7.0,240,,28.61,,,,,29.89,745,1707
54,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/3/2016 6:51,FM-15,BKN:07 27,10,0,32,0.0,28.0,-2.0,22.0,-5.6,66.0,8.0,240,,28.61,3.0,,29.95,0,29.89,745,1707
55,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/3/2016 7:00,FM-12,26,,0,32,0.0,28.0,-2.0,22.0,-5.6,66.0,8.0,240,,28.65,3.0,-0.01,29.95,,,745,1707
56,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/3/2016 7:51,FM-15,OVC:08 23,10,0,32,0.0,28.0,-2.0,22.0,-5.6,66.0,9.0,VRB,17.0,28.61,,,29.95,0,29.89,745,1707
57,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/3/2016 8:51,FM-15,OVC:08 23,10,0,32,0.0,28.0,-2.0,22.0,-5.6,66.0,13.0,260,21.0,28.63,,,29.97,0,29.91,745,1707
58,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/3/2016 9:51,FM-15,OVC:08 21,10,0,32,0.0,29.0,-1.8,23.0,-5.0,69.0,8.0,260,,28.65,3.0,,29.99,0,29.93,745,1707
59,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/3/2016 10:00,FM-12,26,,0,32,0.0,29.0,-1.8,23.0,-5.0,69.0,8.0,260,,28.69,3.0,-0.04,29.99,,,745,1707
60,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/3/2016 10:51,FM-15,OVC:08 21,10,0,32,0.0,29.0,-1.8,23.0,-5.0,69.0,14.0,280,,28.66,,,30.0,0,29.94,745,1707
61,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/3/2016 11:51,FM-15,OVC:08 19,10,0,32,0.0,29.0,-1.8,23.0,-5.0,69.0,14.0,290,,28.65,,,29.99,0,29.93,745,1707
62,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/3/2016 12:51,FM-15,BKN:07 19 OVC:08 27,10,0,32,0.0,29.0,-1.8,23.0,-5.0,69.0,10.0,270,,28.63,8.0,,29.97,0,29.91,745,1707
63,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/3/2016 13:00,FM-12,15,,0,32,0.0,29.0,-1.8,23.0,-5.0,69.0,10.0,270,,28.67,8.0,0.01,29.97,,,745,1707
64,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/3/2016 13:51,FM-15,BKN:07 24 OVC:08 29,10,0,32,0.0,29.0,-1.8,23.0,-5.0,69.0,11.0,260,,28.63,,,29.97,0,29.91,745,1707
65,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/3/2016 14:16,FM-16,SCT:04 25 OVC:08 32,10,0,32,0.0,29.0,-1.8,23.0,-5.0,69.0,9.0,260,,28.63,,,,,29.91,745,1707
66,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/3/2016 14:51,FM-15,BKN:07 24 OVC:08 35,10,0,33,0.6,29.0,-1.5,23.0,-5.0,66.0,14.0,270,,28.64,,,29.98,0,29.92,745,1707
67,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/3/2016 15:51,FM-15,BKN:07 26 OVC:08 37,10,0,32,0.0,29.0,-1.8,23.0,-5.0,69.0,9.0,260,,28.65,3.0,,29.99,0,29.93,745,1707
68,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/3/2016 16:00,FM-12,26,,0,32,0.0,29.0,-1.8,23.0,-5.0,69.0,9.0,260,,28.69,3.0,-0.02,29.99,,,745,1707
69,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/3/2016 16:51,FM-15,OVC:08 24,10,0,32,0.0,29.0,-1.7,24.0,-4.4,73.0,11.0,280,,28.67,,,30.01,0,29.95,745,1707
70,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/3/2016 17:51,FM-15,BKN:07 23 OVC:08 37,9,-SN:03 |SN:71 |,32,0.0,29.0,-1.7,24.0,-4.4,73.0,8.0,290,,28.69,,,30.03,T,29.97,745,1707
71,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/3/2016 18:29,FM-16,SCT:04 19 OVC:08 36,9,-SN:03 |SN:71 |,31,-0.6,29.0,-1.9,25.0,-3.9,79.0,10.0,300,,28.7,,,,T,29.98,745,1707
72,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/3/2016 18:51,FM-15,SCT:04 17 OVC:08 36,9,-SN:03 |SN:71 |,31,-0.6,29.0,-1.9,25.0,-3.9,79.0,11.0,290,,28.71,1.0,,30.05,T,29.99,745,1707
73,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/3/2016 19:00,FM-12,15,,0,31,-0.6,29.0,-1.9,25.0,-3.9,79.0,11.0,290,,28.74,1.0,-0.06,30.05,,,745,1707
74,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/3/2016 19:12,FM-16,BKN:07 17 BKN:07 25 OVC:08 34,9,-SN:03 |SN:71 |,31,-0.6,29.0,-1.9,25.0,-3.9,79.0,11.0,290,,28.71,,,,T,29.99,745,1707
75,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/3/2016 19:25,FM-16,BKN:07 17 OVC:08 25,2,-SN:03 |SN:71 |,31,-0.6,29.0,-1.7,26.0,-3.3,82.0,16.0,300,,28.72,,,,T,30.0,745,1707
76,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/3/2016 19:39,FM-16,BKN:07 15 OVC:08 23,1.5,-SN:03 |SN:71 |,30,-1.1,28.0,-2.2,25.0,-3.9,82.0,10.0,310,,28.73,,,,0.01,30.01,745,1707
77,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/3/2016 19:51,FM-15,FEW:02 13 BKN:07 18 OVC:08 29,5,-SN:03 |SN:71 |,30,-1.1,28.0,-2.0,26.0,-3.3,85.0,7.0,300,,28.73,,,30.07,0.01,30.01,745,1707
78,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/3/2016 20:51,FM-15,SCT:04 21 BKN:07 28 OVC:08 45,5,-SN:03 |SN:71 |,30,-1.1,27.0,-2.7,22.0,-5.6,72.0,13.0,330,,28.74,,,30.08,T,30.02,745,1707
79,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/3/2016 21:51,FM-15,FEW:02 21 BKN:07 25 OVC:08 39,9,-SN:03 |SN:71 |,29,-1.7,26.0,-3.1,22.0,-5.6,75.0,10.0,340,,28.75,1.0,,30.09,T,30.03,745,1707
80,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/3/2016 22:00,FM-12,26,,0,29,-1.7,26.0,-3.1,22.0,-5.6,75.0,10.0,340,,28.78,1.0,-0.04,30.09,,,745,1707
81,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/3/2016 22:51,FM-15,SCT:04 29 OVC:08 46,10,-SN:03 |SN:71 |,29,-1.7,26.0,-3.4,20.0,-6.7,69.0,10.0,310,,28.75,,,30.09,T,30.03,745,1707
82,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/4/2016 5:51,FM-15,BKN:07 50,10,0,26,-3.3,22.0,-5.3,14.0,-10.0,60.0,10.0,340,,28.79,,,30.14,0,30.07,745,1707
83,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/4/2016 6:51,FM-15,SCT:04 33 BKN:07 45 OVC:08 50,10,-SN:03 |SN:71 |,26,-3.3,22.0,-5.4,13.0,-10.6,57.0,13.0,320,,28.81,3.0,,30.15,T,30.09,745,1707
84,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/4/2016 7:00,FM-12,26,,0,26,-3.3,22.0,-5.4,13.0,-10.6,57.0,13.0,320,,28.84,3.0,-0.04,30.15,,,745,1707
85,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/4/2016 7:51,FM-15,SCT:04 33 OVC:08 47,9,-SN:03 |SN:71 |,26,-3.3,22.0,-5.3,14.0,-10.0,60.0,9.0,340,,28.83,,,30.18,0.01,30.11,745,1707
86,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/4/2016 8:18,FM-16,BKN:07 27 OVC:08 46,2,-SN:03 |SN:71 |,24,-4.4,22.0,-5.6,18.0,-7.8,77.0,16.0,360,,28.85,,,,T,30.13,745,1707
87,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/4/2016 8:21,FM-16,VV:09 10,0.75,-SN:03 |SN:71 |,24,-4.4,22.0,-5.4,19.0,-7.2,81.0,13.0,350,,28.86,,,,T,30.14,745,1707
88,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/4/2016 8:33,FM-16,BKN:07 18 OVC:08 43,3,-SN:03 BR:1 |SN:71 |,23,-5.0,22.0,-5.6,20.0,-6.7,88.0,10.0,330,,28.86,,,,T,30.14,745,1707
89,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/4/2016 8:49,FM-16,BKN:07 31 OVC:08 55,3,-SN:03 |SN:71 |,25,-4.0,23.0,-5.0,19.0,-7.0,80.0,11.0,340,,28.87,,,,,30.15,745,1707
90,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/4/2016 8:51,FM-15,SCT:04 18 BKN:07 31 OVC:08 55,6,-SN:03 |SN:71 |,24,-4.4,22.0,-5.4,19.0,-7.2,81.0,11.0,340,,28.87,,,30.23,0.01,30.16,745,1707
91,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/4/2016 9:51,FM-15,SCT:04 15 SCT:04 25 BKN:07 75,9,0,24,-4.4,22.0,-5.6,18.0,-7.8,77.0,10.0,330,,28.9,3.0,,30.26,T,30.19,745,1707
92,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/4/2016 10:00,FM-12,15,,0,24,-4.4,22.0,-5.6,18.0,-7.8,77.0,10.0,330,,28.94,3.0,-0.1,30.26,,,745,1707
93,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/4/2016 10:37,FM-16,FEW:02 15 BKN:07 25 BKN:07 34,9,0,25,-3.9,22.0,-5.7,14.0,-10.0,63.0,16.0,340,,28.92,,,,,30.21,745,1707
94,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/4/2016 10:51,FM-15,BKN:07 28 OVC:08 100,9,0,26,-3.3,23.0,-5.1,16.0,-8.9,66.0,18.0,10,,28.93,,,30.29,0,30.22,745,1707
95,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/4/2016 11:28,FM-16,SCT:04 30 SCT:04 100,9,0,25,-3.9,22.0,-5.7,14.0,-10.0,63.0,13.0,360,,28.93,,,,T,30.22,745,1707
96,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/4/2016 11:51,FM-15,BKN:07 32 BKN:07 100,10,0,26,-3.3,22.0,-5.5,12.0,-11.1,55.0,17.0,330,24.0,28.94,,,30.3,T,30.23,745,1707
97,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/4/2016 12:51,FM-15,BKN:07 36,10,0,26,-3.3,22.0,-5.5,11.0,-11.7,53.0,18.0,350,,28.94,1.0,,30.3,0,30.23,745,1707
98,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/4/2016 13:00,FM-12,41,,0,26,-3.3,22.0,-5.5,11.0,-11.7,53.0,18.0,350,,28.98,1.0,-0.04,30.3,,,745,1707
99,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/4/2016 13:51,FM-15,BKN:07 38,10,0,24,-4.4,20.0,-6.5,10.0,-12.2,55.0,13.0,340,24.0,28.95,,,30.31,T,30.24,745,1707
100,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/4/2016 14:51,FM-15,SCT:04 38 BKN:07 50,10,0,26,-3.3,22.0,-5.7,9.0,-12.8,48.0,20.0,340,25.0,28.97,,,30.33,0,30.26,745,1707
101,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/4/2016 15:51,FM-15,FEW:02 40 SCT:04 65,10,0,23,-5.0,19.0,-7.2,6.0,-14.4,48.0,18.0,330,26.0,29.01,3.0,,30.37,0,30.3,745,1707
102,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/4/2016 16:00,FM-12,41,,0,23,-5.0,19.0,-7.2,6.0,-14.4,48.0,18.0,330,,29.04,3.0,-0.07,30.37,,,745,1707
103,WBAN:94823,PITTSBURGH ASOS PA US,366.7,40.4846,-80.2144,1/4/2016 16:51,FM-15,FEW:02 40,10,0,21,-6.1,17.0,-8.2,4.0,-15.6,47.0,17.0,330,,29.03,,,30.4,0,30.32,745,1707
